Ra_c23068_380,1A,0
BobWhite_c48447_529,1A,10.69047336
BS00062658_51,1A,12.02799698
BS00026003_51,1A,12.45548638
BS00071289_51,1A,13.73147744
Excalibur_c9509_1180,1A,13.73147744
GENE-0412_338,1A,13.73147744
IAAV3919,1A,13.73147744
Kukri_c18951_853,1A,13.73147744
RAC875_c42700_264,1A,13.73147744
RAC875_rep_c110533_92,1A,13.73147744
Tdurum_contig19376_154,1A,13.73147744
Tdurum_contig35757_161,1A,13.73147744
Tdurum_contig44888_837,1A,13.73147744
Tdurum_contig59794_640,1A,13.73147744
Tdurum_contig60323_605,1A,13.73147744
Tdurum_contig97729_491,1A,13.73147744
BS00033749_51,1A,13.73147744
BS00100774_51,1A,13.73147744
D_contig37179_75,1A,13.73147744
Kukri_c7192_1077,1A,13.73147744
BS00009423_51,1A,13.73147744
Tdurum_contig42405_197,1A,13.73147744
BS00063479_51,1A,13.73147744
BobWhite_c1361_1187,1A,13.73147744
BS00022677_51,1A,13.73147744
wsnp_Ex_c10657_17376448,1A,13.73147744
BS00033750_51,1A,13.73147744
BS00059424_51,1A,13.73147744
BS00066697_51,1A,13.73147744
RAC875_rep_c105697_366,1A,14.27231629
RAC875_c24163_994,1A,15.7361436
BS00011810_51,1A,15.7361436
Excalibur_c35316_154,1A,16.67208629
Kukri_s115525_295,1A,16.67208629
BS00010488_51,1A,16.67208629
Excalibur_c11258_1700,1A,16.7303803
BobWhite_c31470_532,1A,16.7303803
Excalibur_c35316_388,1A,16.7303803
IAAV3403,1A,16.7303803
BS00015608_51,1A,16.7303803
BS00065168_51,1A,16.7303803
tplb0025b13_150,1A,16.7303803
wsnp_Ku_c1818_3557408,1A,16.7303803
BS00026456_51,1A,16.7303803
BS00064205_51,1A,16.7303803
wsnp_Ex_c12254_19574891,1A,16.7303803
BS00064204_51,1A,16.7303803
Tdurum_contig46733_6628,1A,17.46553251
BS00031289_51,1A,17.46553251
RAC875_c744_1935,1A,17.88330623
BS00058867_51,1A,17.88330623
CAP11_rep_c7878_143,1A,17.90273757
Kukri_c3888_1478,1A,17.90273757
RAC875_c95364_259,1A,17.90273757
BS00082567_51,1A,19.34389499
CAP12_c3074_192,1A,19.34389499
BobWhite_c42252_276,1A,19.34389499
Tdurum_contig43475_155,1A,19.34389499
BS00023130_51,1A,19.73252171
BS00059422_51,1A,19.73252171
BS00110974_51,1A,20.15353399
TA001286-0611-w,1A,20.15353399
CAP8_c1356_189,1A,20.22154366
Ex_c2840_1013,1A,20.29926901
Tdurum_contig52189_1322,1A,20.29926901
BobWhite_c20902_177,1A,21.54935162
D_contig36054_1409,1A,21.54935162
Ku_c28007_1398,1A,21.54935162
RAC875_c38756_141,1A,21.54935162
Tdurum_contig43475_978,1A,21.54935162
BS00023201_51,1A,21.54935162
BS00056550_51,1A,24.06247108
BS00079769_51,1A,24.40899657
wsnp_CAP11_c710_458019,1A,24.40899657
wsnp_RFL_Contig4735_5673999,1A,24.40899657
D_GA8KES402HR8TV_187,1A,25.2607368
Ex_c57982_980,1A,25.2607368
Excalibur_c87411_54,1A,25.33846214
GENE-1118_58,1A,25.33846214
Kukri_c22349_754,1A,25.33846214
Kukri_rep_c102231_265,1A,25.33846214
RAC875_c30657_82,1A,25.33846214
Tdurum_contig11679_319,1A,25.33846214
wsnp_Ex_c2868_5293485,1A,25.33846214
BS00060796_51,1A,25.33846214
BS00080187_51,1A,26.59502187
GENE-0411_723,1A,26.59502187
GENE-0411_807,1A,26.59502187
Kukri_c37212_1286,1A,26.59502187
RFL_Contig1027_442,1A,26.59502187
wsnp_Ex_rep_c106111_90308719,1A,26.59502187
BS00060058_51,1A,26.59502187
Kukri_c93012_76,1A,26.59502187
Ra_c2029_3163,1A,26.59502187
Excalibur_c5139_198,1A,27.0710896
Excalibur_c82557_201,1A,27.0710896
Excalibur_c71158_54,1A,27.0710896
BS00010128_51,1A,27.0710896
Tdurum_contig75476_167,1A,27.0710896
wsnp_Ex_c57982_59470152,1A,27.0710896
wsnp_Ku_c183_358844,1A,27.0710896
BobWhite_c39996_126,1A,27.34636686
RAC875_c1710_376,1A,27.34636686
BS00038243_51,1A,27.34636686
BobWhite_c39996_85,1A,27.34636686
GENE-4120_155,1A,27.34636686
Kukri_c32052_171,1A,27.34636686
JD_c26750_378,1A,28.7130375
Kukri_c1977_1940,1A,28.7130375
BS00004903_51,1A,28.91706652
Tdurum_contig46413_680,1A,28.91706652
