BobWhite_c31470_532,1A,0
BS00009423_51,1A,0
BS00010488_51,1A,0
BS00047515_51,1A,0.5025168
BS00100774_51,1A,1.0050336
Tdurum_contig44888_837,1A,1.0050336
RAC875_c95364_259,1A,1.0050336
IAAV3919,1A,1.0050336
RAC875_c42700_264,1A,1.0050336
Excalibur_c9509_1180,1A,1.0050336
RAC875_rep_c110533_92,1A,1.0050336
Excalibur_rep_c70751_58,1A,1.0050336
BS00026456_51,1A,2.527994
BS00059424_51,1A,2.527994
BS00059422_51,1A,2.527994
tplb0025b13_2054,1A,2.527994
wsnp_Ku_c1818_3557408,1A,2.527994
Excalibur_c58555_110,1A,2.527994
RFL_Contig3481_1669,1A,2.527994
tplb0062i18_102,1A,2.527994
CAP7_c6316_80,1A,2.527994
tplb0025b13_150,1A,2.527994
BS00108242_51,1A,5.6217642
BS00110974_51,1A,5.6217642
Ra_c11910_419,1A,6.124281
BS00022943_51,1A,7.6472413
Kukri_c46939_83,1A,7.6472413
Tdurum_contig68827_61,1A,7.6472413
Kukri_c1977_1940,1A,8.1497581
Tdurum_contig46413_680,1A,8.1497581
tplb0053o08_2004,1A,8.1497581
CAP7_c8902_121,1A,8.1497581
BS00081035_51,1A,8.1497581
IAAV8297,1A,8.1497581
BS00076278_51,1A,8.1497581
RAC875_c18640_821,1A,8.1497581
BS00074511_51,1A,8.1497581
Excalibur_c71158_54,1A,8.6522749
wsnp_Ku_c183_358844,1A,8.6522749
wsnp_Ex_c57982_59470152,1A,8.6522749
BS00010039_51,1A,9.1547917
Kukri_c29655_239,1A,9.6573085
Excalibur_c9676_163,1A,10.1598253
BobWhite_c39996_126,1A,10.1598253
BobWhite_c39996_85,1A,10.1598253
BS00010128_51,1A,10.6623421
Excalibur_c5139_198,1A,10.6623421
RAC875_c97040_104,1A,11.1648589
RAC875_c57939_78,1A,11.1648589
RAC875_c57939_175,1A,11.1648589
Excalibur_c29380_255,1A,11.6673757
BS00010267_51,1A,12.1698925
CAP11_c2581_302,1A,12.6724093
Tdurum_contig43943_56,1A,12.6724093
Excalibur_c21298_515,1A,13.1749261
GENE-4120_155,1A,13.6774428
BS00069278_51,1A,14.1799596
CAP11_c852_603,1A,14.6824764
Excalibur_c105151_200,1A,15.6926118
Excalibur_c1358_794,1A,17.2155722
